url_path,views_total,views_unique
/rhinempi/sparkhit/tree/master/sbin,3,1
/rhinempi/sparkhit/blob/master/sbin/sparkhit-ftp-download.sh,2,1
/rhinempi/sparkhit/tree/master/example,2,1
/rhinempi/sparkhit/tree/master,1,1
